text,label
EVERYONE IN MY CLASS IS SMARTER THAN ME.,overgeneralization
<p>The meeting went badly because I ruined it for everyone.</p>,PERSONALIZATION
He chose another teammate because he thinks I'm useless.,mind_reading
They didn't invite me because they don't want me around.,mind_reading
"One project failed, so none of my projects will ever work.!!!}}",overgeneralization
<p>The bus was delayed because of traffic.</p>,NONE
"   My friend is unhappy today, so it must be because of something I did. 	  ",PERSONALIZATION
MY FRIEND CANCELLED BECAUSE I MUST HAVE OFFENDED HIM.,mind_reading
"One customer complained, so all our customers must be unhappy.",overgeneralization
a single bad decision could destroy everything.,catastrophizing
The team missed the deadline because I wasn't good enough.,PERSONALIZATION
"I made a mistake at work, so I'm bad at my job.",overgeneralization
He didn't reply because he must be angry with me., mind_reading 
   A single bad decision could destroy everything. 	  ,catastrophizing
"IF I GET REJECTED, I'LL NEVER FIND ANOTHER OPPORTUNITY.",catastrophizing
"if this presentation goes badly, everyone will remember it forever.",catastrophizing
<p>I studied for three hours before the exam.</p>,none
It rained on our trip because I planned it badly.,personalization
"   I failed one exam, so I will always fail. 	  ", overgeneralization 
"   My team lost today, so we can never win. 	  ",OVERGENERALIZATION
"one person rejected my idea, so people hate my ideas.",overgeneralization
<div>The bus was delayed because of traffic.</div>,none
she changed her major after her second year., none 
"<div>One customer complained, so all our customers must be unhappy.</div>", overgeneralization 
THE PROJECT REQUIRES PYTHON AND A DATABASE.,none
nobody wants to work with me.,overgeneralization
"i failed one exam, so i will always fail.",overgeneralization
The recruiter hasn't replied because they think I'm unqualified.!!!\\\,mind_reading
   They haven't complimented my work because they think it's terrible. 	  ,mind_reading
My friend stopped talking because I must have done something wrong.!!!},personalization
"   She sounded tired, so she must be bored of talking to me. 	  ",mind_reading
<p>He read my message and didn't respond because he's annoyed with me.</p>,mind-reading
MY FRIEND CANCELLED BECAUSE I MUST HAVE OFFENDED HIM.,mind_reading
Everyone deserves equal treatment under the law.,none
"   If I perform badly once, I'll never be respected again. 	  ",catastrophizing
"My professor frowned, so he must think I'm stupid.",mind_reading
"<div>If my project fails, everything I've worked for will be pointless.</div>",CATASTROPHIZING
<p>The company rejected our proposal because I wasn't persuasive enough.</p>, personalization 
"<p>If this relationship ends, I'll never be happy again.</p>",catastrophizing
"   My friend forgot my birthday, so she never cares about me. 	  ",OVERGENERALIZATION
"<p>I failed one exam, so I will always fail.</p>",
"My first attempt didn't work, so the idea is useless.!!!,,,",overgeneralization
   She smiled at everyone except me because she dislikes me. 	  ,MIND_READING
"She sounded tired, so she must be bored of talking to me.",mind_reading
"   I made one awkward comment, so I ruin every conversation. 	  ", overgeneralization 
"If I don't get into this college, my life will be a disaster.",catastrophizing
"   If I make a mistake in front of the team, I'll lose everyone's respect forever. 	  ", catastrophizing 
"My professor frowned, so he must think I'm stupid.",MIND_READING
The customer was unhappy because I handled the situation badly.,personalization
,none
"If I miss this opportunity, my future is ruined.!!!`",catastrophizing
"if i get rejected, i'll never find another opportunity.",catastrophizing
"One customer complained, so all our customers must be unhappy.!!!'''",overgeneralization
They haven't complimented my work because they think it's terrible.!!!;;;, mind_reading 
a single bad decision could destroy everything.,catastrophizing
"The interviewer looked serious, so they probably hated my answers.",MIND_READING
"my friend is unhappy today, so it must be because of something i did.",personalization
"She looked away, so she probably thinks I'm boring.!!!!",mind_reading
"My professor frowned, so he must think I'm stupid.!!!$$$", mind_reading 
The customer was unhappy because I handled the situation badly., personalization 
"She was quiet during dinner, so she must be upset with me.",mind_reading
"   The interviewer looked serious, so they probably hated my answers. 	  ",mind-reading
<div>The meeting went badly because I ruined it for everyone.</div>,personalization
The recruiter hasn't replied because they think I'm unqualified., mind_reading 
"<div>If I perform badly once, I'll never be respected again.</div>",catastrophizing
<p>The team missed the deadline because I wasn't good enough.</p>,personalization
"If I get rejected, I'll never find another opportunity.",catastrophizing
   He walked past without saying hello because he is mad at me. 	  ,mind_reading
<div>The group didn't finish on time because I wasn't useful enough.</div>,
NOBODY EVER LISTENS TO WHAT I SAY.,overgeneralization
The library closes at eight in the evening.,none
"If my presentation fails, nobody will ever trust me again.!!!))",catastrophizing
The team lost the match 2-1.,none
the library closes at eight in the evening.,none
A bad grade will destroy all my chances of succeeding., catastrophizing 
People from that college are all arrogant.!!!~~~, overgeneralization 
The project failed because I wasn't capable enough.!!!(((,personalization
<p>The team missed the deadline because I wasn't good enough.</p>,personalization
<p>A small mistake here could completely ruin everything.</p>,
<div>He walked past without saying hello because he is mad at me.</div>,mind_reading
"They laughed after I spoke, so they were definitely laughing at me.",mind_reading
he is in a bad mood because of me.,PERSONALIZATION
"Every time I try something new, I fail.", overgeneralization 
"   I failed one exam, so I will always fail. 	  ",over_generalization
"   If my presentation fails, nobody will ever trust me again. 	  ",catastrophizing
"<div>If my project fails, everything I've worked for will be pointless.</div>",CATASTROPHIZING
"IF MY PROJECT FAILS, EVERYTHING I'VE WORKED FOR WILL BE POINTLESS.",catastrophizing
"One customer complained, so all our customers must be unhappy.!!!++",OVERGENERALIZATION
"They laughed after I spoke, so they were definitely laughing at me.!!!###",mind_reading
"The project failed because I wasn't capable enough.!!!,",PERSONALIZATION
The company hired five new engineers this month., none 
,none
My friend didn't reply to my message yesterday.!!!___,none
He chose another teammate because he thinks I'm useless.,mind_reading
my friend stopped talking because i must have done something wrong.,personalization
MY ROOMMATE CLOSED THE DOOR BECAUSE HE DOESN'T WANT TO TALK TO ME., mind_reading 
,OVERGENERALIZATION
My parents argued because I caused too much stress.,personalization
"<div>I was late today, so I'm always irresponsible.</div>",overgeneralization
He chose another teammate because he thinks I'm useless.,mind_reading
"<div>Every time I try something new, I fail.</div>",overgeneralization
"I FAILED ONE EXAM, SO I WILL ALWAYS FAIL.",over_generalization
"i didn't get this internship, so i'll never get an internship.",over_generalization
   I submitted my application before the deadline. 	  ,none
, personalization 
They haven't complimented my work because they think it's terrible.!!!#,mind_reading
The team missed the deadline because I wasn't good enough.,personalization
"   One person rejected my idea, so people hate my ideas. 	  ",overgeneralization
Everyone became quiet because I said something wrong., personalization 
<div>The temperature dropped significantly overnight.</div>,none
the audience was quiet because they didn't like my presentation.,mind_reading
The presentation was boring because I couldn't make it interesting.,personalization
One failed interview means my career is doomed.,catastrophizing
My friend stopped talking because I must have done something wrong.,PERSONALIZATION
"the interviewer looked serious, so they probably hated my answers.",mind_reading
"MY FRIEND IS UNHAPPY TODAY, SO IT MUST BE BECAUSE OF SOMETHING I DID.",PERSONALIZATION
"   My professor frowned, so he must think I'm stupid. 	  ",mind_reading
"if i perform badly once, i'll never be respected again.",CATASTROPHIZING
   It rained on our trip because I planned it badly. 	  ,PERSONALIZATION
"if my project fails, everything i've worked for will be pointless.", catastrophizing 
He walked past without saying hello because he is mad at me.!!!),mind-reading
i prefer tea to coffee.,none
   She changed her major after her second year. 	  ,none
I made one mistake in the presentation., none 
   One failed interview means my career is doomed. 	  ,catastrophizing
   The project requires Python and a database. 	  ,NONE
,personalization
The restaurant was crowded on Saturday.,none
"ONE PROJECT FAILED, SO NONE OF MY PROJECTS WILL EVER WORK.",over_generalization
"<p>One project failed, so none of my projects will ever work.</p>",
my roommate closed the door because he doesn't want to talk to me.,mind-reading
"If this relationship ends, I'll never be happy again.",catastrophizing
"the interviewer looked serious, so they probably hated my answers.",mind_reading
"<div>She was quiet during dinner, so she must be upset with me.</div>",mind_reading
"If I lose this job, I'll never recover.!!!//",catastrophizing
"if this presentation goes badly, everyone will remember it forever.",catastrophizing
the company rejected our proposal because i wasn't persuasive enough.,personalization
"If I lose this competition, all my hard work was worthless.",CATASTROPHIZING
Every interview I've had has gone terribly.,
   My manager didn't praise me because she thinks I'm incompetent. 	  ,mind_reading
The team lost the match 2-1.,none
"   If I perform badly once, I'll never be respected again. 	  ",catastrophizing
"i failed one exam, so i will always fail.",overgeneralization
"if i embarrass myself today, i'll never be able to face these people again.",
<div>He hasn't texted me because he doesn't like me anymore.</div>,mind_reading
ONE FAILED INTERVIEW MEANS MY CAREER IS DOOMED.,catastrophizing
HE WALKED PAST WITHOUT SAYING HELLO BECAUSE HE IS MAD AT ME.,mind-reading
"IF I GET REJECTED, I'LL NEVER FIND ANOTHER OPPORTUNITY.",catastrophizing
"IF MY PROJECT FAILS, EVERYTHING I'VE WORKED FOR WILL BE POINTLESS.", catastrophizing 
   My friend stopped talking because I must have done something wrong. 	  ,personalization
"I was late today, so I'm always irresponsible.!!!{{",overgeneralization
A small mistake here could completely ruin everything.!!!&,catastrophizing
"one project failed, so none of my projects will ever work.", overgeneralization 
"i struggled with calculus, so i'm terrible at every subject.", overgeneralization 
Portugal has never won the FIFA World Cup.,none
"If this relationship ends, I'll never be happy again.",catastrophizing
   Everyone deserves equal treatment under the law. 	  ,none
"<p>One customer complained, so all our customers must be unhappy.</p>",over_generalization
i made one mistake in the presentation.,NONE
THE BUS WAS DELAYED BECAUSE OF TRAFFIC.,none
A SINGLE BAD DECISION COULD DESTROY EVERYTHING.,catastrophizing
Our professor assigned two chapters for Monday.,
One failed interview means my career is doomed.!!!)), catastrophizing 
<div>The party was awkward because I made everyone uncomfortable.</div>,
<p>They didn't invite me because they don't want me around.</p>, mind_reading 
,personalization
Everyone in my class is smarter than me.,overgeneralization
   The party was awkward because I made everyone uncomfortable. 	  ,personalization
"My team lost today, so we can never win.", overgeneralization 
<div>He is in a bad mood because of me.</div>,personalization
"   Every time I try something new, I fail. 	  ",overgeneralization
The library closes at eight in the evening.,none
My teammate is frustrated because I am slowing everyone down.,personalization
"If I perform badly once, I'll never be respected again.",CATASTROPHIZING
everyone became quiet because i said something wrong.,PERSONALIZATION
The train arrived ten minutes late today.!!!''',none
HE WALKED PAST WITHOUT SAYING HELLO BECAUSE HE IS MAD AT ME.,mind_reading
My manager didn't praise me because she thinks I'm incompetent.,mind_reading
"   I struggled with calculus, so I'm terrible at every subject. 	  ",over_generalization
He walked past without saying hello because he is mad at me.!!!+, mind_reading 
   My friend cancelled because I must have offended him. 	  , mind_reading 
   My teammate is frustrated because I am slowing everyone down. 	  ,personalization
My colleague made a mistake because I didn't explain things well enough.!!!===,personalization
THE TEAM WON THREE MATCHES THIS SEASON.,NONE
Everyone in my class is smarter than me.,overgeneralization
<div>The interview lasted about forty minutes.</div>,none
"<p>I was late today, so I'm always irresponsible.</p>",
A small mistake here could completely ruin everything.!!!{{, catastrophizing 
he read my message and didn't respond because he's annoyed with me.,mind_reading
He is in a bad mood because of me.,personalization
my friend cancelled because i must have offended him., mind_reading 
They haven't complimented my work because they think it's terrible.,
The company hired five new engineers this month.!!!##,none
Everyone deserves equal treatment under the law., none 
"ONE CUSTOMER COMPLAINED, SO ALL OUR CUSTOMERS MUST BE UNHAPPY.",over_generalization
ONE BAD SEMESTER MEANS MY WHOLE DEGREE IS A FAILURE.,overgeneralization
,overgeneralization
"One project failed, so none of my projects will ever work.",
Everyone deserves equal treatment under the law.!!!!,none
"I MADE A MISTAKE AT WORK, SO I'M BAD AT MY JOB.",overgeneralization
"the interviewer looked serious, so they probably hated my answers.",mind_reading
,none
"MY FRIEND FORGOT MY BIRTHDAY, SO SHE NEVER CARES ABOUT ME.",over_generalization
"If I perform badly once, I'll never be respected again.!!!$$",catastrophizing
Everyone became quiet because I said something wrong.!!!|,PERSONALIZATION
"i struggled with calculus, so i'm terrible at every subject.",overgeneralization
"My professor frowned, so he must think I'm stupid.",MIND_READING
"The interviewer looked serious, so they probably hated my answers.!!!<<<", mind_reading 
, none 
<p>A small mistake here could completely ruin everything.</p>,CATASTROPHIZING
The interview lasted about forty minutes.,none
Nobody wants to work with me.!!!*,overgeneralization
everyone in my class is smarter than me.,overgeneralization
"   My first attempt didn't work, so the idea is useless. 	  ",over_generalization
,catastrophizing
The company hired five new engineers this month.!!!!!!,none
NOBODY EVER LISTENS TO WHAT I SAY.,overgeneralization
THE AUDIENCE WAS QUIET BECAUSE THEY DIDN'T LIKE MY PRESENTATION.,mind-reading
everyone deserves equal treatment under the law.,none
He read my message and didn't respond because he's annoyed with me.,mind_reading
"IF I MAKE A MISTAKE IN FRONT OF THE TEAM, I'LL LOSE EVERYONE'S RESPECT FOREVER.",catastrophizing
, personalization 
"the interviewer looked serious, so they probably hated my answers.",mind_reading
"If my presentation fails, nobody will ever trust me again.!!!>>>",CATASTROPHIZING
one failed interview means my career is doomed.,CATASTROPHIZING
<div>She is having a bad day because I upset her.</div>,personalization
<div>He is in a bad mood because of me.</div>,personalization
"She looked away, so she probably thinks I'm boring.",mind_reading
Portugal has never won the FIFA World Cup.,none
ONE MISTAKE WILL COMPLETELY RUIN MY FUTURE.,CATASTROPHIZING
"she sounded tired, so she must be bored of talking to me.",mind_reading
"My professor frowned, so he must think I'm stupid.",MIND_READING
"If I fail this exam, my entire life is over.!!!+",catastrophizing
one failed interview means my career is doomed.,CATASTROPHIZING
One mistake will completely ruin my future.,catastrophizing
   I made one mistake in the presentation. 	  ,none
   My parents argued because I caused too much stress. 	  ,personalization
the audience was quiet because they didn't like my presentation.,mind_reading
He hasn't texted me because he doesn't like me anymore.,mind_reading
Missing this deadline means my career is finished.!!!+,CATASTROPHIZING
THE TEAM MISSED THE DEADLINE BECAUSE I WASN'T GOOD ENOUGH.,PERSONALIZATION
   It rained on our trip because I planned it badly. 	  , personalization 
"If this relationship ends, I'll never be happy again.",CATASTROPHIZING
Our professor assigned two chapters for Monday., none 
The company hired five new engineers this month., none 
I prefer tea to coffee.,none
The group didn't finish on time because I wasn't useful enough.!!!---,
THE RESTAURANT WAS CROWDED ON SATURDAY.,none
She is having a bad day because I upset her.,PERSONALIZATION
"   My team lost today, so we can never win. 	  ",overgeneralization
My friend saw my message but didn't answer because she wants to ignore me.,MIND_READING
"ONE PROJECT FAILED, SO NONE OF MY PROJECTS WILL EVER WORK.",overgeneralization
<p>The company hired five new engineers this month.</p>,none
Our professor assigned two chapters for Monday.,none
The presentation was boring because I couldn't make it interesting.!!!\,personalization
"   One project failed, so none of my projects will ever work. 	  ",
