text,label
ONE FAILED INTERVIEW MEANS MY CAREER IS DOOMED.,catastrophizing
HE WALKED PAST WITHOUT SAYING HELLO BECAUSE HE IS MAD AT ME.,mind_reading
"I was late today, so I'm always irresponsible.!!!{{",overgeneralization
A small mistake here could completely ruin everything.!!!&,catastrophizing
"i struggled with calculus, so i'm terrible at every subject.",overgeneralization
i made one mistake in the presentation.,none
THE BUS WAS DELAYED BECAUSE OF TRAFFIC.,none
One failed interview means my career is doomed.!!!)),catastrophizing
<p>They didn't invite me because they don't want me around.</p>,mind_reading
The party was awkward because I made everyone uncomfortable.,personalization
My teammate is frustrated because I am slowing everyone down.,personalization
everyone became quiet because i said something wrong.,personalization
The train arrived ten minutes late today.!!!''',none
He walked past without saying hello because he is mad at me.!!!+,mind_reading
My friend cancelled because I must have offended him.,mind_reading
My colleague made a mistake because I didn't explain things well enough.!!!===,personalization
THE TEAM WON THREE MATCHES THIS SEASON.,none
<div>The interview lasted about forty minutes.</div>,none
A small mistake here could completely ruin everything.!!!{{,catastrophizing
he read my message and didn't respond because he's annoyed with me.,mind_reading
The company hired five new engineers this month.!!!##,none
"ONE CUSTOMER COMPLAINED, SO ALL OUR CUSTOMERS MUST BE UNHAPPY.",overgeneralization
ONE BAD SEMESTER MEANS MY WHOLE DEGREE IS A FAILURE.,overgeneralization
Everyone deserves equal treatment under the law.!!!!,none
"MY FRIEND FORGOT MY BIRTHDAY, SO SHE NEVER CARES ABOUT ME.",overgeneralization
"If I perform badly once, I'll never be respected again.!!!$$",catastrophizing
Everyone became quiet because I said something wrong.!!!|,personalization
"The interviewer looked serious, so they probably hated my answers.!!!<<<",mind_reading
<p>A small mistake here could completely ruin everything.</p>,catastrophizing
Nobody wants to work with me.!!!*,overgeneralization
"My first attempt didn't work, so the idea is useless.",overgeneralization
The company hired five new engineers this month.!!!!!!,none
everyone deserves equal treatment under the law.,none
"IF I MAKE A MISTAKE IN FRONT OF THE TEAM, I'LL LOSE EVERYONE'S RESPECT FOREVER.",catastrophizing
"If my presentation fails, nobody will ever trust me again.!!!>>>",catastrophizing
one failed interview means my career is doomed.,catastrophizing
<div>She is having a bad day because I upset her.</div>,personalization
"She looked away, so she probably thinks I'm boring.",mind_reading
"she sounded tired, so she must be bored of talking to me.",mind_reading
"If I fail this exam, my entire life is over.!!!+",catastrophizing
One mistake will completely ruin my future.,catastrophizing
Missing this deadline means my career is finished.!!!+,catastrophizing
THE TEAM MISSED THE DEADLINE BECAUSE I WASN'T GOOD ENOUGH.,personalization
Our professor assigned two chapters for Monday.,none
I prefer tea to coffee.,none
My friend saw my message but didn't answer because she wants to ignore me.,mind_reading
The presentation was boring because I couldn't make it interesting.!!!\,personalization
<p>He chose another teammate because he thinks I'm useless.</p>,mind_reading
"ONE PERSON REJECTED MY IDEA, SO PEOPLE HATE MY IDEAS.",overgeneralization
HE CHOSE ANOTHER TEAMMATE BECAUSE HE THINKS I'M USELESS.,mind_reading
<div>I prefer tea to coffee.</div>,none
He read my message and didn't respond because he's annoyed with me.!!!|,mind_reading
the event failed because i organized it poorly.,personalization
"I was late today, so I'm always irresponsible.",overgeneralization
The interview lasted about forty minutes.!!!###,none
The company rejected our proposal because I wasn't persuasive enough.,personalization
I SUBMITTED MY APPLICATION BEFORE THE DEADLINE.,none
My roommate closed the door because he doesn't want to talk to me.!!!___,mind_reading
"If I fail this exam, my entire life is over.",catastrophizing
he hasn't texted me because he doesn't like me anymore.,mind_reading
i submitted my application before the deadline.,none
"One project failed, so none of my projects will ever work.!!!%%",overgeneralization
"IF I FAIL THIS EXAM, MY ENTIRE LIFE IS OVER.",catastrophizing
One bad semester means my whole degree is a failure.,overgeneralization
I PREFER TEA TO COFFEE.,none
"<p>My friend is unhappy today, so it must be because of something I did.</p>",personalization
<p>My teammate is frustrated because I am slowing everyone down.</p>,personalization
"IF I EMBARRASS MYSELF TODAY, I'LL NEVER BE ABLE TO FACE THESE PEOPLE AGAIN.",catastrophizing
"If I miss this opportunity, my future is ruined.!!!(",catastrophizing
"<div>If I make a mistake in front of the team, I'll lose everyone's respect forever.</div>",catastrophizing
EVERYONE BECAME QUIET BECAUSE I SAID SOMETHING WRONG.,personalization
"if this relationship ends, i'll never be happy again.",catastrophizing
"<p>If my project fails, everything I've worked for will be pointless.</p>",catastrophizing
One mistake will completely ruin my future.!!!!!!,catastrophizing
<div>My friend cancelled our plans because I wasn't good company.</div>,personalization
"I didn't get this internship, so I'll never get an internship.",overgeneralization
our team lost because i didn't play well enough.,personalization
"They laughed after I spoke, so they were definitely laughing at me.!!!<<",mind_reading
<p>He hasn't texted me because he doesn't like me anymore.</p>,mind_reading
<p>The team won three matches this season.</p>,none
"If I perform badly once, I'll never be respected again.!!!;",catastrophizing
MY COLLEAGUE MADE A MISTAKE BECAUSE I DIDN'T EXPLAIN THINGS WELL ENOUGH.,personalization
The company rejected our proposal because I wasn't persuasive enough.!!!],personalization
The temperature dropped significantly overnight.!!!\\\,none
<p>One bad semester means my whole degree is a failure.</p>,overgeneralization
"I DIDN'T GET THIS INTERNSHIP, SO I'LL NEVER GET AN INTERNSHIP.",overgeneralization
Nobody wants to work with me.,overgeneralization
"She sounded tired, so she must be bored of talking to me.!!!*",mind_reading
She smiled at everyone except me because she dislikes me.!!!=,mind_reading
EVERY INTERVIEW I'VE HAD HAS GONE TERRIBLY.,overgeneralization
OUR PROFESSOR ASSIGNED TWO CHAPTERS FOR MONDAY.,none
She is having a bad day because I upset her.!!!;;,personalization
"IF I LOSE THIS COMPETITION, ALL MY HARD WORK WAS WORTHLESS.",catastrophizing
THE PARTY WAS AWKWARD BECAUSE I MADE EVERYONE UNCOMFORTABLE.,personalization
The train arrived ten minutes late today.!!!),none
<div>The train arrived ten minutes late today.</div>,none
<p>The library closes at eight in the evening.</p>,none
one bad semester means my whole degree is a failure.,overgeneralization
"Every time I try something new, I fail.!!!\\\",overgeneralization
My friend cancelled our plans because I wasn't good company.!!!},personalization
My friend cancelled our plans because I wasn't good company.!!![[[,personalization
"If my project fails, everything I've worked for will be pointless.",catastrophizing
it rained on our trip because i planned it badly.,personalization
MISSING THIS DEADLINE MEANS MY CAREER IS FINISHED.,catastrophizing
"Every time I try something new, I fail.!!!((",overgeneralization
Every interview I've had has gone terribly.!!![,overgeneralization
The team lost the match 2-1.!!!],none
"my friend forgot my birthday, so she never cares about me.",overgeneralization
"Every time I try something new, I fail.!!!\",overgeneralization
"I made one awkward comment, so I ruin every conversation.!!!!",overgeneralization
Our professor assigned two chapters for Monday.!!!?,none
<div>My friend saw my message but didn't answer because she wants to ignore me.</div>,mind_reading
"I got sick once after eating there, so that restaurant always makes people sick.",overgeneralization
OUR TEAM LOST BECAUSE I DIDN'T PLAY WELL ENOUGH.,personalization
The group didn't finish on time because I wasn't useful enough.!!!`,personalization
"she was quiet during dinner, so she must be upset with me.",mind_reading
Nobody ever listens to what I say.,overgeneralization
"<p>She looked away, so she probably thinks I'm boring.</p>",mind_reading
HE IS IN A BAD MOOD BECAUSE OF ME.,personalization
"<p>If I get rejected, I'll never find another opportunity.</p>",catastrophizing
"IF THIS PRESENTATION GOES BADLY, EVERYONE WILL REMEMBER IT FOREVER.",catastrophizing
<div>The presentation was boring because I couldn't make it interesting.</div>,personalization
Our team lost because I didn't play well enough.,personalization
the project requires python and a database.,none
"<p>One person rejected my idea, so people hate my ideas.</p>",overgeneralization
The temperature dropped significantly overnight.,none
My laptop has 16 GB of RAM.,none
"If this presentation goes badly, everyone will remember it forever.",catastrophizing
"A bad grade will destroy all my chances of succeeding.!!!""",catastrophizing
"<p>If I miss this opportunity, my future is ruined.</p>",catastrophizing
"<p>My first attempt didn't work, so the idea is useless.</p>",overgeneralization
"THE INTERVIEWER LOOKED SERIOUS, SO THEY PROBABLY HATED MY ANSWERS.",mind_reading
the interview lasted about forty minutes.,none
He chose another teammate because he thinks I'm useless.!!!~,mind_reading
he chose another teammate because he thinks i'm useless.,mind_reading
HE DIDN'T REPLY BECAUSE HE MUST BE ANGRY WITH ME.,mind_reading
<p>One rejection could mean I have no future in this field.</p>,catastrophizing
<div>The group didn't finish on time because I wasn't useful enough.</div>,personalization
Our professor assigned two chapters for Monday.!!!`,none
A single bad decision could destroy everything.!!!##,catastrophizing
"<p>If I don't get into this college, my life will be a disaster.</p>",catastrophizing
He hasn't texted me because he doesn't like me anymore.!!!``,mind_reading
One rejection could mean I have no future in this field.!!!!,catastrophizing
<p>My friend cancelled our plans because I wasn't good company.</p>,personalization
<p>My friend cancelled because I must have offended him.</p>,mind_reading
I studied for three hours before the exam.!!!\,none
"<p>I didn't get this internship, so I'll never get an internship.</p>",overgeneralization
<p>The restaurant was crowded on Saturday.</p>,none
The team won three matches this season.!!!:::,none
The group didn't finish on time because I wasn't useful enough.,personalization
HE READ MY MESSAGE AND DIDN'T RESPOND BECAUSE HE'S ANNOYED WITH ME.,mind_reading
<p>My friend didn't reply to my message yesterday.</p>,none
The bus was delayed because of traffic.,none
"If I embarrass myself today, I'll never be able to face these people again.!!!++",catastrophizing
"IF I MISS THIS OPPORTUNITY, MY FUTURE IS RUINED.",catastrophizing
"It rained on our trip because I planned it badly.!!!""""""",personalization
the meeting went badly because i ruined it for everyone.,personalization
"<div>If I embarrass myself today, I'll never be able to face these people again.</div>",catastrophizing
"<p>I struggled with calculus, so I'm terrible at every subject.</p>",overgeneralization
"if my presentation fails, nobody will ever trust me again.",catastrophizing
The team won three matches this season.!!!::,none
My friend cancelled because I must have offended him.!!!.,mind_reading
My parents argued because I caused too much stress.!!!##,personalization
<p>Everyone became quiet because I said something wrong.</p>,personalization
He chose another teammate because he thinks I'm useless.!!!___,mind_reading
"If this relationship ends, I'll never be happy again.!!!$$$",catastrophizing
<p>She changed her major after her second year.</p>,none
the presentation was boring because i couldn't make it interesting.,personalization
"<div>One person rejected my idea, so people hate my ideas.</div>",overgeneralization
Our team lost because I didn't play well enough.!!!=,personalization
"One project failed, so none of my projects will ever work.!!!&&",overgeneralization
<p>The temperature dropped significantly overnight.</p>,none
my laptop has 16 gb of ram.,none
"IF MY PRESENTATION FAILS, NOBODY WILL EVER TRUST ME AGAIN.",catastrophizing
"One person rejected my idea, so people hate my ideas.!!!,,,",overgeneralization
"<p>They laughed after I spoke, so they were definitely laughing at me.</p>",mind_reading
"<div>My professor frowned, so he must think I'm stupid.</div>",mind_reading
"<p>If I lose this competition, all my hard work was worthless.</p>",catastrophizing
"If I embarrass myself today, I'll never be able to face these people again.!!!***",catastrophizing
"she looked away, so she probably thinks i'm boring.",mind_reading
<div>He didn't reply because he must be angry with me.</div>,mind_reading
<div>The project failed because I wasn't capable enough.</div>,personalization
"If my presentation fails, nobody will ever trust me again.!!!##",catastrophizing
"My friend is unhappy today, so it must be because of something I did.!!!]]]",personalization
She smiled at everyone except me because she dislikes me.!!!::,mind_reading
"<p>One project failed, so none of my projects will ever work.</p>",overgeneralization
"i made a mistake at work, so i'm bad at my job.",overgeneralization
"I got sick once after eating there, so that restaurant always makes people sick.!!!;",overgeneralization
"If I don't get into this college, my life will be a disaster.!!!++",catastrophizing
"One project failed, so none of my projects will ever work.!!!<",overgeneralization
My friend cancelled our plans because I wasn't good company.!!!@@@,personalization
"<p>My friend forgot my birthday, so she never cares about me.</p>",overgeneralization
I prefer tea to coffee.!!!?,none
THE RECRUITER HASN'T REPLIED BECAUSE THEY THINK I'M UNQUALIFIED.,mind_reading
Everyone deserves equal treatment under the law.!!!==,none
"I MADE ONE AWKWARD COMMENT, SO I RUIN EVERY CONVERSATION.",overgeneralization
"I got sick once after eating there, so that restaurant always makes people sick.!!![",overgeneralization
EVERYONE DESERVES EQUAL TREATMENT UNDER THE LAW.,none
The party was awkward because I made everyone uncomfortable.!!!::,personalization
"My colleague made a mistake because I didn't explain things well enough.!!!""""",personalization
"I struggled with calculus, so I'm terrible at every subject.!!!)",overgeneralization
<p>My laptop has 16 GB of RAM.</p>,none
people from that college are all arrogant.,overgeneralization
A single bad decision could destroy everything.!!!__,catastrophizing
<div>One failed interview means my career is doomed.</div>,catastrophizing
my friend cancelled our plans because i wasn't good company.,personalization
"If I lose this competition, all my hard work was worthless.!!!))",catastrophizing
"She sounded tired, so she must be bored of talking to me.!!!{{",mind_reading
Everyone became quiet because I said something wrong.!!!```,personalization
MY LAPTOP HAS 16 GB OF RAM.,none
Missing this deadline means my career is finished.!!!%,catastrophizing
"one customer complained, so all our customers must be unhappy.",overgeneralization
the group didn't finish on time because i wasn't useful enough.,personalization
The team won three matches this season.,none
"my first attempt didn't work, so the idea is useless.",overgeneralization
The restaurant was crowded on Saturday.!!!),none
A BAD GRADE WILL DESTROY ALL MY CHANCES OF SUCCEEDING.,catastrophizing
The presentation was boring because I couldn't make it interesting.!!!%,personalization
<div>A single bad decision could destroy everything.</div>,catastrophizing
<div>A bad grade will destroy all my chances of succeeding.</div>,catastrophizing
The recruiter hasn't replied because they think I'm unqualified.!!!||,mind_reading
he didn't reply because he must be angry with me.,mind_reading
The library closes at eight in the evening.!!!?,none
a bad grade will destroy all my chances of succeeding.,catastrophizing
<p>My manager didn't praise me because she thinks I'm incompetent.</p>,mind_reading
"If I don't get into this college, my life will be a disaster.!!!??",catastrophizing
I made one mistake in the presentation.!!!@@,none
He didn't reply because he must be angry with me.!!!~~,mind_reading
"If I lose this competition, all my hard work was worthless.!!!***",catastrophizing
The company hired five new engineers this month.!!!***,none
My manager didn't praise me because she thinks I'm incompetent.!!!??,mind_reading
<div>The customer was unhappy because I handled the situation badly.</div>,personalization
<div>The event failed because I organized it poorly.</div>,personalization
"My team lost today, so we can never win.!!!}}}",overgeneralization
My friend didn't reply to my message yesterday.!!!///,none
My friend cancelled our plans because I wasn't good company.!!!--,personalization
The group didn't finish on time because I wasn't useful enough.!!!@@@,personalization
She is having a bad day because I upset her.!!!~~,personalization
MY PARENTS ARGUED BECAUSE I CAUSED TOO MUCH STRESS.,personalization
